company_id,year,free_cash_flow,cfo_quality_period,cfo_quality_5yr_avg,cfo_quality_label,capex_intensity_pct,capex_intensity_label,fcf_conversion,cfo_sign,cfi_sign,cff_sign,pattern_label
HEROMOTOCO,Mar 2018,2159.0,1.08,1.15,High,5.72,Moderate,0.08,+,-,-,Shareholder Returns
HEROMOTOCO,Mar 2019,2330.0,0.3,0.93,Moderate,3.82,Moderate,0.08,+,+,-,Liquidating Assets
HEROMOTOCO,Mar 2020,2699.0,1.51,1.04,High,9.64,Capital Intensive,0.11,+,-,-,Shareholder Returns
HEROMOTOCO,Mar 2021,1821.0,1.4,1.08,High,7.39,Moderate,0.07,+,-,-,Shareholder Returns
HEROMOTOCO,Mar 2022,1882.0,0.9,1.04,High,0.75,Asset Light,0.07,+,-,-,Shareholder Returns
HEROMOTOCO,Mar 2023,2193.0,0.93,1.01,High,1.23,Asset Light,0.07,+,-,-,Shareholder Returns
HEROMOTOCO,Mar 2024,3095.0,1.32,1.21,High,4.84,Moderate,0.1,+,-,-,Shareholder Returns
HINDALCO,Mar 2013,-10824.0,0.99,0.99,Moderate,17.21,Capital Intensive,-0.15,+,-,+,Mixed
HINDALCO,Mar 2014,-139.0,3.62,2.31,High,9.23,Capital Intensive,-0.0,+,-,+,Mixed
HINDALCO,Mar 2015,3270.0,27.58,10.73,High,3.71,Moderate,0.03,+,-,-,Shareholder Returns
HINDALCO,Mar 2016,8468.0,,10.73,High,3.26,Moderate,0.09,+,-,-,Shareholder Returns
HINDALCO,Mar 2017,9811.0,6.74,9.73,High,2.87,Asset Light,0.11,+,-,-,Shareholder Returns
HINDALCO,Mar 2018,16231.0,1.79,9.93,High,4.63,Moderate,0.16,+,+,-,Liquidating Assets
HINDALCO,Mar 2019,6521.0,2.18,9.57,High,4.18,Moderate,0.06,+,-,-,Shareholder Returns
HINDALCO,Mar 2020,5518.0,3.38,3.52,High,6.12,Moderate,0.05,+,-,+,Mixed
HINDALCO,Mar 2021,-8048.0,4.95,3.81,High,19.15,Capital Intensive,-0.07,+,-,-,Shareholder Returns
HINDALCO,Mar 2022,10065.0,1.23,2.71,High,3.47,Moderate,0.06,+,-,-,Shareholder Returns
HINDALCO,Mar 2023,11649.0,1.9,2.73,High,3.39,Moderate,0.06,+,-,-,Shareholder Returns
HINDALCO,Mar 2024,9789.0,2.37,2.77,High,6.61,Moderate,0.05,+,-,-,Shareholder Returns
HINDUNILVR,Mar 2013,3668.0,0.94,0.94,Moderate,0.23,Asset Light,0.16,+,+,-,Liquidating Assets
HINDUNILVR,Mar 2014,3343.0,0.97,0.95,Moderate,1.62,Asset Light,0.14,+,-,-,Reinvestor
HINDUNILVR,Mar 2015,3430.0,0.75,0.89,Moderate,0.43,Asset Light,0.13,+,+,-,Liquidating Assets
HINDUNILVR,Mar 2016,3889.0,1.0,0.92,Moderate,0.88,Asset Light,0.15,+,-,-,Reinvestor
HINDUNILVR,Mar 2017,4012.0,1.15,0.96,Moderate,3.54,Moderate,0.15,+,-,-,Reinvestor
HINDUNILVR,Mar 2018,4996.0,1.16,1.01,High,2.99,Asset Light,0.18,+,-,-,Shareholder Returns
HINDUNILVR,Mar 2019,5362.0,0.96,1.0,Moderate,1.11,Asset Light,0.18,+,-,-,Reinvestor
HINDUNILVR,Mar 2020,9414.0,1.13,1.08,High,4.5,Moderate,0.31,+,+,-,Liquidating Assets
HINDUNILVR,Mar 2021,7935.0,1.15,1.11,High,2.61,Asset Light,0.22,+,-,-,Shareholder Returns
HINDUNILVR,Mar 2022,7320.0,1.02,1.08,High,3.29,Moderate,0.18,+,-,-,Shareholder Returns
HINDUNILVR,Mar 2023,8507.0,0.99,1.05,High,2.45,Asset Light,0.18,+,-,-,Shareholder Returns
HINDUNILVR,Mar 2024,10145.0,1.5,1.16,High,8.6,Capital Intensive,0.21,+,-,-,Shareholder Returns
ICICIBANK,Mar 2013,-1069.0,1.73,1.73,High,41.36,Capital Intensive,-0.03,+,-,+,Mixed
ICICIBANK,Mar 2014,-8985.0,0.58,1.16,High,31.83,Capital Intensive,-0.27,+,-,+,Mixed
ICICIBANK,Mar 2015,-25448.0,-0.95,0.45,Accrual Risk,23.97,Capital Intensive,-0.66,-,-,+,Growth Funded by Debt
ICICIBANK,Mar 2016,11585.0,2.16,0.88,Moderate,20.34,Capital Intensive,0.22,+,-,+,Mixed
ICICIBANK,Mar 2017,50925.0,4.64,1.63,High,2.81,Asset Light,0.8,+,-,-,Shareholder Returns
ICICIBANK,Mar 2018,-31168.0,2.13,1.71,High,81.32,Capital Intensive,-0.43,+,-,+,Mixed
ICICIBANK,Mar 2019,18389.0,8.56,3.31,High,42.07,Capital Intensive,0.22,+,-,-,Shareholder Returns
ICICIBANK,Mar 2020,37470.0,7.09,4.92,High,49.62,Capital Intensive,0.44,+,-,+,Mixed
ICICIBANK,Mar 2021,74384.0,6.78,5.84,High,71.36,Capital Intensive,0.81,+,-,-,Shareholder Returns
ICICIBANK,Mar 2022,18663.0,2.19,5.35,High,41.35,Capital Intensive,0.23,+,-,+,Mixed
ICICIBANK,Mar 2023,-71460.0,-0.11,4.9,High,55.91,Capital Intensive,-0.81,-,-,+,Growth Funded by Debt
ICICIBANK,Mar 2024,12547.0,3.41,3.87,High,90.74,Capital Intensive,0.13,+,-,+,Mixed
ICICIGI,Mar 2013,22.0,2.79,2.79,High,23.98,Capital Intensive,0.01,+,-,+,Mixed
ICICIGI,Mar 2014,-111.0,1.14,1.96,High,16.22,Capital Intensive,-0.02,+,-,+,Mixed
ICICIGI,Mar 2015,73.0,-0.17,1.25,High,4.04,Moderate,0.02,-,+,-,Distress Signal
ICICIGI,Mar 2016,201.0,1.01,1.19,High,5.14,Moderate,0.04,+,-,-,Shareholder Returns
ICICIGI,Mar 2017,-362.0,2.32,1.42,High,26.46,Capital Intensive,-0.05,+,-,+,Mixed
ICICIGI,Mar 2018,494.0,2.77,1.41,High,27.43,Capital Intensive,0.07,+,-,-,Shareholder Returns
ICICIGI,Mar 2019,120.0,2.84,1.75,High,25.58,Capital Intensive,0.01,+,-,-,Shareholder Returns
ICICIGI,Mar 2020,51.0,2.88,2.36,High,29.37,Capital Intensive,0.01,+,-,-,Shareholder Returns
ICICIGI,Mar 2021,407.0,1.2,2.4,High,11.24,Capital Intensive,0.04,+,-,-,Shareholder Returns
ICICIGI,Mar 2022,944.0,0.64,2.07,High,0.84,Asset Light,0.06,+,+,-,Liquidating Assets
ICICIGI,Mar 2023,605.0,1.32,1.78,High,9.43,Capital Intensive,0.04,+,-,-,Shareholder Returns
ICICIGI,Mar 2024,486.0,1.25,1.46,High,9.38,Capital Intensive,0.03,+,-,-,Shareholder Returns
ICICIPRULI,Mar 2013,-1077.0,-1.74,-1.74,Accrual Risk,7.81,Moderate,-0.06,-,+,-,Distress Signal
ICICIPRULI,Mar 2014,3630.0,-1.53,-1.64,Accrual Risk,27.47,Capital Intensive,0.18,-,+,-,Distress Signal
ICICIPRULI,Mar 2015,-1299.0,0.32,-0.98,Accrual Risk,5.29,Moderate,-0.04,+,-,-,Reinvestor
ICICIPRULI,Mar 2016,3661.0,2.2,-0.19,Accrual Risk,0.13,Asset Light,0.19,+,+,-,Liquidating Assets
ICICIPRULI,Mar 2017,3434.0,2.46,0.34,Accrual Risk,1.84,Asset Light,0.1,+,-,-,Reinvestor
ICICIPRULI,Mar 2018,301.0,3.51,1.39,High,13.88,Capital Intensive,0.01,+,-,-,Shareholder Returns
ICICIPRULI,Mar 2019,3818.0,9.99,3.7,High,18.23,Capital Intensive,0.09,+,-,-,Shareholder Returns
ICICIPRULI,Mar 2020,-2201.0,8.06,5.24,High,51.35,Capital Intensive,-0.1,+,-,-,Shareholder Returns
ICICIPRULI,Mar 2021,2230.0,7.65,6.33,High,6.11,Moderate,0.03,+,-,+,Mixed
ICICIPRULI,Mar 2022,1015.0,2.41,6.32,High,1.28,Asset Light,0.02,+,-,-,Shareholder Returns
ICICIPRULI,Mar 2023,-1056.0,0.11,5.64,High,2.27,Asset Light,-0.02,+,-,-,Shareholder Returns
ICICIPRULI,Mar 2024,105.0,-8.6,1.93,High,8.22,Capital Intensive,0.0,-,+,-,Distress Signal
INDIGO,Mar 2013,-149.0,2.21,2.21,High,20.54,Capital Intensive,-0.02,+,-,+,Mixed
INDIGO,Mar 2014,-1319.0,3.36,2.79,High,26.21,Capital Intensive,-0.12,+,-,+,Mixed
INDIGO,Mar 2015,1444.0,1.83,2.47,High,6.75,Moderate,0.12,+,-,-,Shareholder Returns
INDIGO,Mar 2016,1779.0,1.57,2.24,High,8.28,Capital Intensive,0.14,+,-,-,Shareholder Returns
INDIGO,Mar 2017,749.0,2.28,2.25,High,16.32,Capital Intensive,0.05,+,-,-,Shareholder Returns
INDIGO,Mar 2018,-249.0,1.74,2.16,High,18.04,Capital Intensive,-0.01,+,-,+,Mixed
INDIGO,Mar 2019,634.0,20.26,5.54,High,8.86,Capital Intensive,0.02,+,-,-,Shareholder Returns
INDIGO,Mar 2020,2370.0,,6.46,High,12.79,Capital Intensive,0.07,+,-,-,Shareholder Returns
INDIGO,Mar 2021,1608.0,,8.09,High,22.05,Capital Intensive,0.11,-,+,-,Distress Signal
INDIGO,Mar 2022,3591.0,,11.0,High,5.89,Moderate,0.14,+,+,-,Liquidating Assets
INDIGO,Mar 2023,8664.0,,20.26,High,7.42,Moderate,0.18,+,-,-,Shareholder Returns
INDIGO,Mar 2024,9424.0,2.59,2.59,High,17.07,Capital Intensive,0.18,+,-,-,Shareholder Returns
INDUSINDBK,Mar 2013,-660.0,-0.46,-0.46,Accrual Risk,2.49,Asset Light,-0.34,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar 2014,-4280.0,-2.92,-1.69,Accrual Risk,2.11,Asset Light,-1.68,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar 2015,-1697.0,-0.79,-1.39,Accrual Risk,2.85,Asset Light,-0.54,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar 2016,-3185.0,-1.28,-1.36,Accrual Risk,2.17,Asset Light,-0.76,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar 2017,11284.0,4.03,-0.28,Accrual Risk,1.98,Asset Light,1.99,+,-,-,Reinvestor
INDUSINDBK,Mar 2018,-20917.0,-5.74,-1.34,Accrual Risk,1.26,Asset Light,-3.19,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar 2019,-7022.0,-1.94,-1.14,Accrual Risk,2.84,Asset Light,-0.76,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar 2020,-11513.0,-2.72,-1.53,Accrual Risk,1.83,Asset Light,-0.91,-,+,+,Distress Signal
INDUSINDBK,Mar 2021,44420.0,15.74,1.87,High,0.78,Asset Light,2.78,+,-,-,Shareholder Returns
INDUSINDBK,Mar 2022,16249.0,3.6,1.79,High,1.14,Asset Light,1.03,+,-,-,Shareholder Returns
INDUSINDBK,Mar 2023,-12879.0,-1.68,2.6,High,1.21,Asset Light,-0.83,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar 2024,-17468.0,-1.88,2.61,High,1.37,Asset Light,-0.99,-,-,-,Pre-Revenue
INFY,Mar 2013,4451.0,0.78,0.78,Moderate,7.24,Moderate,0.39,+,-,-,Reinvestor
INFY,Mar 2014,7262.0,0.92,0.85,Moderate,5.11,Moderate,0.54,+,-,-,Reinvestor
INFY,Mar 2015,9352.0,0.68,0.79,Moderate,1.87,Asset Light,0.63,+,+,-,Liquidating Assets
INFY,Mar 2016,9143.0,0.74,0.78,Moderate,1.42,Asset Light,0.54,+,-,-,Reinvestor
INFY,Mar 2017,-3133.0,0.8,0.78,Moderate,21.41,Capital Intensive,-0.17,+,-,-,Reinvestor
INFY,Mar 2018,17751.0,0.82,0.79,Moderate,6.43,Moderate,0.94,+,+,-,Liquidating Assets
INFY,Mar 2019,14209.0,0.96,0.8,Moderate,0.76,Asset Light,0.7,+,-,-,Reinvestor
INFY,Mar 2020,16672.0,1.02,0.87,Moderate,0.36,Asset Light,0.75,+,-,-,Reinvestor
INFY,Mar 2021,15851.0,1.2,0.96,Moderate,7.34,Moderate,0.57,+,-,-,Reinvestor
INFY,Mar 2022,17400.0,1.08,1.02,High,5.33,Moderate,0.55,+,-,-,Shareholder Returns
INFY,Mar 2023,21396.0,0.93,1.04,High,0.73,Asset Light,0.61,+,-,-,Shareholder Returns
INFY,Mar 2024,20117.0,0.96,1.04,High,3.31,Moderate,0.55,+,-,-,Shareholder Returns
IOC,Mar 2013,46.0,2.58,2.58,High,2.01,Asset Light,0.0,+,-,+,Mixed
IOC,Mar 2014,5601.0,3.47,3.03,High,3.81,Moderate,0.33,+,-,-,Shareholder Returns
IOC,Mar 2015,35877.0,9.46,5.17,High,2.27,Asset Light,3.39,+,-,-,Shareholder Returns
IOC,Mar 2016,12014.0,2.06,4.39,High,3.93,Moderate,0.55,+,-,-,Shareholder Returns
IOC,Mar 2017,10532.0,1.38,3.79,High,4.98,Moderate,0.31,+,-,-,Shareholder Returns
IOC,Mar 2018,11996.0,1.29,3.53,High,4.06,Moderate,0.29,+,-,-,Shareholder Returns
IOC,Mar 2019,-9822.0,0.74,2.99,High,4.27,Moderate,-0.28,+,-,+,Mixed
IOC,Mar 2020,-21955.0,,1.37,High,6.02,Moderate,-1.37,+,-,+,Mixed
IOC,Mar 2021,26715.0,2.28,1.42,High,6.3,Moderate,0.67,+,-,-,Shareholder Returns
IOC,Mar 2022,4453.0,1.0,1.33,High,3.61,Moderate,0.09,+,-,-,Shareholder Returns
IOC,Mar 2023,1614.0,2.53,1.64,High,3.33,Moderate,0.05,+,-,-,Shareholder Returns
IOC,Mar 2024,39635.0,1.65,1.86,High,4.05,Moderate,0.52,+,-,-,Shareholder Returns
IRCTC,Mar 2015,23.0,0.53,0.53,Moderate,4.34,Moderate,0.15,+,-,-,Reinvestor
IRCTC,Mar 2016,295.0,1.52,1.02,High,0.51,Asset Light,1.55,+,+,-,Liquidating Assets
IRCTC,Mar 2017,432.0,1.48,1.18,High,6.18,Moderate,1.38,+,+,-,Liquidating Assets
IRCTC,Mar 2018,64.0,0.11,0.91,Moderate,2.73,Asset Light,0.23,+,+,-,Liquidating Assets
IRCTC,Mar 2019,146.0,1.61,1.05,High,18.88,Capital Intensive,0.38,+,-,-,Shareholder Returns
IRCTC,Mar 2020,417.0,0.8,1.1,High,0.35,Asset Light,0.59,+,+,-,Liquidating Assets
IRCTC,Mar 2021,-205.0,1.33,1.07,High,58.3,Capital Intensive,-1.09,+,-,-,Shareholder Returns
IRCTC,Mar 2022,282.0,0.79,0.93,Moderate,12.88,Capital Intensive,0.32,+,-,-,Reinvestor
IRCTC,Mar 2023,495.0,0.81,1.07,High,8.95,Capital Intensive,0.39,+,-,-,Shareholder Returns
IRCTC,Mar 2024,667.0,0.79,0.9,Moderate,5.04,Moderate,0.45,+,-,-,Reinvestor
IRFC,Mar 2016,-16376.0,-19.29,-19.29,Accrual Risk,0.03,Asset Light,-2.19,-,+,+,Distress Signal
IRFC,Mar 2017,-19453.0,-20.83,-20.06,Accrual Risk,0.02,Asset Light,-2.16,-,+,+,Distress Signal
IRFC,Mar 2018,-28074.0,-13.66,-17.93,Accrual Risk,0.02,Asset Light,-3.04,-,+,+,Distress Signal
IRFC,Mar 2019,-41747.0,-18.51,-18.07,Accrual Risk,0.01,Asset Light,-3.77,-,+,+,Distress Signal
IRFC,Mar 2020,-62700.0,-19.64,-18.39,Accrual Risk,0.01,Asset Light,-4.69,-,+,+,Distress Signal
IRFC,Mar 2021,-89907.0,-20.36,-18.6,Accrual Risk,0.0,Asset Light,-5.74,-,-,+,Growth Funded by Debt
IRFC,Mar 2022,-64417.0,-10.58,-16.55,Accrual Risk,0.02,Asset Light,-3.19,-,-,+,Growth Funded by Debt
IRFC,Mar 2023,-28588.0,-4.64,-14.75,Accrual Risk,0.0,Asset Light,-1.21,-,-,+,Growth Funded by Debt
IRFC,Mar 2024,7906.0,1.23,-10.8,Accrual Risk,0.03,Asset Light,0.3,+,-,-,Reinvestor
ITC,Mar 2013,3221.0,0.92,0.92,Moderate,12.27,Capital Intensive,0.29,+,-,-,Reinvestor
ITC,Mar 2014,4090.0,0.82,0.87,Moderate,9.22,Capital Intensive,0.31,+,-,-,Reinvestor
ITC,Mar 2015,4568.0,1.01,0.92,Moderate,13.59,Capital Intensive,0.32,+,-,-,Reinvestor
ITC,Mar 2016,5878.0,1.03,0.95,Moderate,10.0,Capital Intensive,0.4,+,-,-,Reinvestor
ITC,Mar 2017,7376.0,1.01,0.96,Moderate,7.6,Moderate,0.48,+,-,-,Reinvestor
ITC,Mar 2018,6055.0,1.15,1.0,Moderate,16.37,Capital Intensive,0.37,+,-,-,Reinvestor
ITC,Mar 2019,7037.0,0.98,1.04,High,11.47,Capital Intensive,0.38,+,-,-,Shareholder Returns
ITC,Mar 2020,8516.0,0.94,1.02,High,12.5,Capital Intensive,0.44,+,-,-,Shareholder Returns
ITC,Mar 2021,18267.0,0.94,1.0,Moderate,11.65,Capital Intensive,1.07,+,+,-,Liquidating Assets
ITC,Mar 2022,13538.0,1.02,1.01,High,3.69,Moderate,0.66,+,-,-,Shareholder Returns
ITC,Mar 2023,13146.0,0.97,0.97,Moderate,8.08,Capital Intensive,0.51,+,-,-,Reinvestor
ITC,Mar 2024,18742.0,0.83,0.94,Moderate,2.21,Asset Light,0.71,+,+,-,Liquidating Assets
JINDALSTEL,Mar 2013,-6069.0,1.19,1.19,High,48.42,Capital Intensive,-0.99,+,-,+,Mixed
JINDALSTEL,Mar 2014,-8114.0,2.42,1.8,High,65.82,Capital Intensive,-1.4,+,-,+,Mixed
JINDALSTEL,Mar 2015,-5535.0,,1.8,High,34.62,Capital Intensive,-1.01,+,-,+,Mixed
JINDALSTEL,Mar 2016,2071.0,,1.8,High,11.62,Capital Intensive,0.6,+,-,-,Shareholder Returns
JINDALSTEL,Mar 2017,4852.0,,1.8,High,9.25,Capital Intensive,1.03,+,-,-,Shareholder Returns
JINDALSTEL,Mar 2018,6293.0,,2.42,High,4.3,Moderate,0.97,+,-,-,Shareholder Returns
JINDALSTEL,Mar 2019,8195.0,,,,1.77,Asset Light,0.97,+,-,-,Reinvestor
JINDALSTEL,Mar 2020,7338.0,,,,3.89,Moderate,1.07,+,-,-,Reinvestor
JINDALSTEL,Mar 2021,10077.0,2.8,2.8,High,5.45,Moderate,0.92,+,-,-,Shareholder Returns
JINDALSTEL,Mar 2022,13717.0,2.37,2.58,High,4.56,Moderate,0.88,+,-,-,Shareholder Returns
JINDALSTEL,Mar 2023,3257.0,1.85,2.34,High,7.69,Moderate,0.33,+,-,-,Shareholder Returns
JINDALSTEL,Mar 2024,-2336.0,1.01,2.01,High,16.57,Capital Intensive,-0.23,+,-,+,Mixed
JIOFIN,Mar 2023,945.0,66.29,66.29,High,2466.67,Capital Intensive,24.23,+,-,-,Shareholder Returns
JIOFIN,Mar 2024,763.0,-0.42,32.94,High,77.68,Capital Intensive,0.49,-,+,-,Distress Signal
JSWENERGY,Mar 2013,781.0,1.91,1.91,High,10.64,Capital Intensive,0.28,+,-,-,Shareholder Returns
JSWENERGY,Mar 2014,1906.0,2.99,2.45,High,4.2,Moderate,0.59,+,-,-,Shareholder Returns
JSWENERGY,Mar 2015,2972.0,2.5,2.47,High,4.51,Moderate,0.82,+,-,-,Shareholder Returns
JSWENERGY,Mar 2016,266.0,2.42,2.46,High,33.31,Capital Intensive,0.07,+,-,-,Shareholder Returns
JSWENERGY,Mar 2017,3091.0,6.18,3.2,High,9.22,Capital Intensive,0.93,+,-,-,Shareholder Returns
JSWENERGY,Mar 2018,3719.0,46.28,12.07,High,2.67,Asset Light,1.37,+,-,-,Shareholder Returns
JSWENERGY,Mar 2019,2436.0,3.64,12.2,High,0.6,Asset Light,0.85,+,-,-,Shareholder Returns
JSWENERGY,Mar 2020,2383.0,1.93,12.09,High,3.64,Moderate,0.81,+,+,-,Liquidating Assets
JSWENERGY,Mar 2021,2670.0,4.5,12.51,High,14.88,Capital Intensive,0.92,+,-,-,Shareholder Returns
JSWENERGY,Mar 2022,1565.0,1.69,11.61,High,16.98,Capital Intensive,0.44,+,-,-,Shareholder Returns
JSWENERGY,Mar 2023,-4694.0,1.41,2.63,High,65.6,Capital Intensive,-1.43,+,-,+,Mixed
JSWENERGY,Mar 2024,-1963.0,3.61,2.63,High,71.37,Capital Intensive,-0.36,+,-,+,Mixed
JSWSTEEL,Mar 2013,411.0,6.29,6.29,High,14.22,Capital Intensive,0.06,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2014,-3024.0,6.45,6.37,High,10.97,Capital Intensive,-0.33,+,-,+,Mixed
JSWSTEEL,Mar 2015,504.0,4.57,5.77,High,13.92,Capital Intensive,0.05,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2016,3040.0,,5.77,High,9.28,Capital Intensive,0.47,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2017,2794.0,2.28,4.9,High,9.16,Capital Intensive,0.23,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2018,7850.0,2.03,3.83,High,6.3,Moderate,0.53,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2019,3246.0,1.94,2.71,High,13.43,Capital Intensive,0.17,+,-,+,Mixed
JSWSTEEL,Mar 2020,-6804.0,3.26,2.38,High,26.71,Capital Intensive,-0.58,+,-,+,Mixed
JSWSTEEL,Mar 2021,11087.0,2.39,2.38,High,9.65,Capital Intensive,0.55,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2022,11522.0,1.25,2.17,High,10.08,Capital Intensive,0.29,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2023,12593.0,5.63,2.89,High,6.47,Moderate,0.68,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2024,-2389.0,1.35,2.78,High,8.27,Capital Intensive,-0.08,+,-,-,Shareholder Returns
KOTAKBANK,Mar 2013,-6157.0,1.29,1.29,High,83.36,Capital Intensive,-0.93,+,-,+,Mixed
KOTAKBANK,Mar 2014,7938.0,3.59,2.44,High,9.43,Capital Intensive,1.13,+,-,-,Shareholder Returns
KOTAKBANK,Mar 2015,-2165.0,0.74,1.87,High,33.54,Capital Intensive,-0.22,+,-,+,Mixed
KOTAKBANK,Mar 2016,2672.0,1.43,1.76,High,11.53,Capital Intensive,0.23,+,-,+,Mixed
KOTAKBANK,Mar 2017,7933.0,2.63,1.94,High,23.69,Capital Intensive,0.53,+,-,+,Mixed
KOTAKBANK,Mar 2018,-15867.0,-1.66,1.35,High,21.79,Capital Intensive,-0.94,-,-,+,Growth Funded by Debt
KOTAKBANK,Mar 2019,-1501.0,0.25,0.68,Moderate,11.14,Capital Intensive,-0.08,+,-,+,Mixed
KOTAKBANK,Mar 2020,33551.0,5.43,1.62,High,39.04,Capital Intensive,1.49,+,-,-,Shareholder Returns
KOTAKBANK,Mar 2021,-6291.0,0.49,1.43,High,34.04,Capital Intensive,-0.21,+,-,-,Shareholder Returns
KOTAKBANK,Mar 2022,-2595.0,0.69,1.04,High,32.31,Capital Intensive,-0.08,+,-,+,Mixed
KOTAKBANK,Mar 2023,-11623.0,-0.08,1.36,High,24.63,Capital Intensive,-0.35,-,-,+,Growth Funded by Debt
KOTAKBANK,Mar 2024,6766.0,0.86,1.48,High,15.86,Capital Intensive,0.14,+,-,+,Mixed
LICI,Mar 2019,22910.0,5.05,5.05,High,1.69,Asset Light,3.87,+,+,-,Liquidating Assets
LICI,Mar 2020,13952.0,20.06,12.55,High,6.44,Moderate,,+,-,-,Shareholder Returns
LICI,Mar 2021,229049.0,27.1,17.4,High,21.49,Capital Intensive,,+,+,-,Liquidating Assets
LICI,Mar 2022,8748.0,-0.92,12.82,High,1.73,Asset Light,2.63,-,+,-,Distress Signal
LICI,Mar 2023,1671.0,1.51,10.56,High,6.74,Moderate,0.05,+,-,-,Shareholder Returns
LICI,Mar 2024,853.0,0.64,9.68,High,2.99,Asset Light,0.03,+,-,-,Shareholder Returns
LODHA,Mar 2016,-467.0,0.55,0.55,Moderate,10.35,Capital Intensive,-0.22,+,-,+,Mixed
LODHA,Mar 2017,295.0,2.52,1.54,High,14.81,Capital Intensive,0.18,+,-,-,Shareholder Returns
LODHA,Mar 2018,45.0,0.88,1.32,High,6.73,Moderate,0.03,+,-,+,Mixed
LODHA,Mar 2019,-638.0,-0.28,0.92,Moderate,1.47,Asset Light,-0.2,-,-,+,Growth Funded by Debt
LODHA,Mar 2020,3954.0,5.08,1.75,High,1.46,Asset Light,2.06,+,+,-,Liquidating Assets
LODHA,Mar 2021,2944.0,52.58,12.16,High,7.71,Moderate,2.13,+,+,-,Liquidating Assets
LODHA,Mar 2022,3137.0,1.65,11.98,High,12.34,Capital Intensive,1.44,+,+,-,Liquidating Assets
LODHA,Mar 2023,4539.0,5.61,12.93,High,18.89,Capital Intensive,2.2,+,+,-,Liquidating Assets
LODHA,Mar 2024,-435.0,1.62,13.31,High,28.57,Capital Intensive,-0.16,+,-,+,Mixed
LT,Mar 2013,-11277.0,-0.82,-0.82,Accrual Risk,9.3,Capital Intensive,-0.99,-,-,+,Growth Funded by Debt
LT,Mar 2014,-12653.0,-1.46,-1.14,Accrual Risk,6.48,Moderate,-0.9,-,-,+,Growth Funded by Debt
LT,Mar 2015,-6143.0,-0.27,-0.85,Accrual Risk,5.2,Moderate,-0.39,-,-,+,Growth Funded by Debt
LT,Mar 2016,-7867.0,-0.71,-0.81,Accrual Risk,4.58,Moderate,-0.51,-,-,+,Growth Funded by Debt
LT,Mar 2017,-3141.0,1.03,-0.45,Accrual Risk,8.96,Capital Intensive,-0.19,+,-,+,Mixed
LT,Mar 2018,-6117.0,-1.25,-0.53,Accrual Risk,3.27,Moderate,-0.3,-,+,+,Distress Signal
LT,Mar 2019,-15779.0,-0.47,-0.33,Accrual Risk,8.15,Capital Intensive,-0.69,-,-,+,Growth Funded by Debt
LT,Mar 2020,-1714.0,0.61,-0.16,Accrual Risk,5.78,Moderate,-0.07,+,-,+,Mixed
LT,Mar 2021,17324.0,1.79,0.34,Accrual Risk,4.23,Moderate,0.74,+,-,-,Reinvestor
LT,Mar 2022,15579.0,1.84,0.5,Moderate,2.29,Asset Light,0.64,+,-,-,Reinvestor
LT,Mar 2023,14729.0,1.82,1.12,High,4.39,Moderate,0.54,+,-,-,Shareholder Returns
LT,Mar 2024,20445.0,1.17,1.45,High,0.99,Asset Light,0.68,+,+,-,Liquidating Assets
LTIM,Mar 2013,384.0,1.08,1.08,High,5.82,Moderate,0.44,+,-,-,Shareholder Returns
LTIM,Mar 2014,808.0,0.63,0.85,Moderate,3.66,Moderate,0.7,+,+,-,Liquidating Assets
LTIM,Mar 2015,539.0,0.83,0.85,Moderate,2.07,Asset Light,0.54,+,-,-,Reinvestor
LTIM,Mar 2016,818.0,1.03,0.89,Moderate,0.68,Asset Light,0.8,+,-,-,Reinvestor
LTIM,Mar 2017,209.0,1.2,0.95,Moderate,14.78,Capital Intensive,0.17,+,-,-,Reinvestor
LTIM,Mar 2018,392.0,0.76,0.89,Moderate,6.19,Moderate,0.33,+,-,-,Reinvestor
LTIM,Mar 2019,646.0,0.92,0.95,Moderate,7.93,Moderate,0.34,+,-,-,Reinvestor
LTIM,Mar 2020,1001.0,1.08,1.0,Moderate,5.91,Moderate,0.49,+,-,-,Reinvestor
LTIM,Mar 2021,743.0,1.24,1.04,High,13.4,Capital Intensive,0.27,+,-,-,Shareholder Returns
LTIM,Mar 2022,1608.0,0.82,0.96,Moderate,6.29,Moderate,0.31,+,-,-,Reinvestor
LTIM,Mar 2023,2824.0,0.7,0.95,Moderate,0.82,Asset Light,0.46,+,-,-,Reinvestor
LTIM,Mar 2024,1752.0,1.24,1.02,High,11.03,Capital Intensive,0.27,+,-,-,Shareholder Returns
